         95906 function calls (92824 primitive calls) in 4.176 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 response.py:68(addinfourl)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        1    0.000    0.000    0.000    0.000 response.py:72(HTTPResponse)
        1    0.000    0.000    0.005    0.005 result.py:1(<module>)
        1    0.000    0.000    0.000    0.000 result.py:104(stopTestRun)
        3    0.000    0.000    0.000    0.000 result.py:12(failfast)
        2    0.000    0.000    0.000    0.000 result.py:160(wasSuccessful)
        1    0.000    0.000    0.000    0.000 result.py:24(TestResult)
        1    0.000    0.000    0.000    0.000 result.py:38(__init__)
        1    0.000    0.000    0.000    0.000 result.py:72(startTestRun)
        1    0.000    0.000    0.001    0.001 retry.py:1(<module>)
        1    0.000    0.000    0.000    0.000 retry.py:144(__init__)
        1    0.000    0.000    0.000    0.000 retry.py:27(Retry)
        1    0.000    0.000    0.004    0.004 runner.py:1(<module>)
        1    0.000    0.000    0.000    0.000 runner.py:106(printErrors)
        2    0.000    0.000    0.000    0.000 runner.py:112(printErrorList)
        1    0.000    0.000    0.000    0.000 runner.py:120(TextTestRunner)
        1    0.000    0.000    0.000    0.000 runner.py:128(__init__)
        1    0.000    0.000    0.000    0.000 runner.py:13(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 runner.py:148(_makeResult)
        1    0.000    0.000    0.000    0.000 runner.py:15(__init__)
        1    0.000    0.000    0.000    0.000 runner.py:151(run)
        8    0.000    0.000    0.000    0.000 runner.py:18(__getattr__)
        4    0.000    0.000    0.000    0.000 runner.py:23(writeln)
        1    0.000    0.000    0.000    0.000 runner.py:29(TextTestResult)
        1    0.000    0.000    0.000    0.000 runner.py:37(__init__)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:112(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:132(BaseSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:196(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 selectors.py:257(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:26(SelectorError)
        1    0.000    0.000    0.000    0.000 selectors.py:281(SelectSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:307(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:334(PollSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:427(KqueueSelector)
        1    0.000    0.000    0.002    0.002 selectors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 selectors.py:50(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 selectors.py:512(KqueueSelector)
        1    0.000    0.000    0.000    0.000 selectors.py:70(BaseSelector)
        1    0.000    0.000    0.001    0.001 selectors.py:8(<module>)
        1    0.000    0.000    0.127    0.127 server.py:1(<module>)
        1    0.000    0.000    0.000    0.000 server.py:132(HTTPServer)
        1    0.000    0.000    0.000    0.000 server.py:144(BaseHTTPRequestHandler)
        1    0.000    0.000    0.007    0.007 server.py:32(<module>)
        1    0.000    0.000    0.000    0.000 server.py:605(<dictcomp>)
        1    0.000    0.000    0.006    0.006 server.py:611(SimpleHTTPRequestHandler)
        1    0.000    0.000    0.000    0.000 server.py:902(CGIHTTPRequestHandler)
        1    0.000    0.000    0.000    0.000 sessions.py:283(Session)
        1    0.000    0.000    0.000    0.000 sessions.py:88(SessionRedirectMixin)
        1    0.000    0.000    0.001    0.001 sessions.py:9(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:49(Error)
        1    0.000    0.000    0.006    0.006 shutil.py:5(<module>)
        1    0.000    0.000    0.000    0.000 shutil.py:52(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:55(SpecialFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:59(ExecError)
        1    0.000    0.000    0.000    0.000 shutil.py:62(ReadError)
        1    0.000    0.000    0.000    0.000 shutil.py:65(RegistryError)
        1    0.000    0.000    0.003    0.003 signal.py:1(<module>)
       67    0.000    0.000    0.000    0.000 signal.py:10(<lambda>)
       68    0.000    0.000    0.000    0.000 signal.py:17(<lambda>)
       69    0.000    0.000    0.000    0.000 signal.py:22(<lambda>)
        1    0.000    0.000    0.004    0.004 signals.py:1(<module>)
        1    0.000    0.000    0.000    0.000 signals.py:42(registerResult)
        1    0.000    0.000    0.000    0.000 signals.py:9(_InterruptHandler)
        1    0.000    0.000    0.001    0.001 six.py:1(<module>)
        1    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       43    0.000    0.000    0.000    0.000 six.py:105(__init__)
        4    0.000    0.000    0.026    0.006 six.py:114(_resolve)
        1    0.000    0.000    0.025    0.025 six.py:117(__getattr__)
        1    0.000    0.000    0.000    0.000 six.py:124(_LazyModule)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
        1    0.000    0.000    0.000    0.000 six.py:139(MovedAttribute)
       83    0.000    0.000    0.000    0.000 six.py:141(__init__)
        3    0.000    0.000    0.000    0.000 six.py:159(_resolve)
        1    0.000    0.000    0.000    0.000 six.py:164(_SixMetaPathImporter)
        1    0.000    0.000    0.000    0.000 six.py:173(__init__)
       50    0.000    0.000    0.000    0.000 six.py:177(_add_module)
        5    0.000    0.000    0.000    0.000 six.py:181(_get_module)
        9    0.000    0.000    0.000    0.000 six.py:184(find_module)
        8    0.000    0.000    0.000    0.000 six.py:189(__get_module)
        4    0.000    0.000    0.000    0.000 six.py:195(load_module)
        4    0.000    0.000    0.025    0.006 six.py:209(is_package)
        1    0.000    0.000    0.000    0.000 six.py:229(_MovedItems)
        1    0.000    0.000    0.000    0.000 six.py:320(Module_six_moves_urllib_parse)
        1    0.000    0.000    0.000    0.000 six.py:360(Module_six_moves_urllib_error)
        1    0.000    0.000    0.000    0.000 six.py:380(Module_six_moves_urllib_request)
        1    0.000    0.000    0.000    0.000 six.py:430(Module_six_moves_urllib_response)
        1    0.000    0.000    0.000    0.000 six.py:451(Module_six_moves_urllib_robotparser)
        1    0.000    0.000    0.000    0.000 six.py:469(Module_six_moves_urllib)
        8    0.000    0.000    0.000    0.000 six.py:75(_add_doc)
        7    0.000    0.000    0.026    0.004 six.py:80(_import_module)
        1    0.000    0.000    0.000    0.000 six.py:86(_LazyDescr)
      126    0.000    0.000    0.000    0.000 six.py:88(__init__)
        5    0.000    0.000    0.001    0.000 six.py:91(__get__)
        1    0.000    0.000    0.000    0.000 socket.py:120(_GiveupOnSendfile)
        1    0.000    0.000    0.000    0.000 socket.py:123(socket)
        1    0.000    0.000    0.000    0.000 socket.py:129(__init__)
        1    0.000    0.000    0.000    0.000 socket.py:399(_real_close)
        1    0.000    0.000    0.000    0.000 socket.py:403(close)
        1    0.000    0.000    0.004    0.004 socket.py:47(<module>)
        1    0.000    0.000    0.000    0.000 socket.py:532(SocketIO)
      217    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
      218    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
        1    0.000    0.000    0.000    0.000 socketserver.py:119(<module>)
        1    0.000    0.000    0.000    0.000 socketserver.py:158(BaseServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:381(TCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:507(UDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:533(ForkingMixIn)
        1    0.000    0.000    0.000    0.000 socketserver.py:614(ThreadingMixIn)
        1    0.000    0.000    0.000    0.000 socketserver.py:642(ForkingUDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:643(ForkingTCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:645(ThreadingUDPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:646(ThreadingTCPServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:650(UnixStreamServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:653(UnixDatagramServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:656(ThreadingUnixStreamServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:658(ThreadingUnixDatagramServer)
        1    0.000    0.000    0.000    0.000 socketserver.py:660(BaseRequestHandler)
        1    0.000    0.000    0.000    0.000 socketserver.py:706(StreamRequestHandler)
        1    0.000    0.000    0.000    0.000 socketserver.py:749(DatagramRequestHandler)
        1    0.000    0.000    0.000    0.000 socks.py:23(<module>)
      240    0.000    0.000    0.000    0.000 sre_compile.py:101(fixup)
      186    0.000    0.000    0.004    0.000 sre_compile.py:221(_compile_charset)
      186    0.003    0.000    0.004    0.000 sre_compile.py:248(_optimize_charset)
       32    0.000    0.000    0.000    0.000 sre_compile.py:374(_mk_bitmap)
       32    0.000    0.000    0.000    0.000 sre_compile.py:376(<listcomp>)
        7    0.000    0.000    0.000    0.000 sre_compile.py:379(_bytes_to_codes)
      147    0.000    0.000    0.000    0.000 sre_compile.py:386(_simple)
       11    0.000    0.000    0.000    0.000 sre_compile.py:391(_generate_overlap_table)
       63    0.000    0.000    0.002    0.000 sre_compile.py:412(_compile_info)
      126    0.000    0.000    0.000    0.000 sre_compile.py:513(isstring)
       63    0.000    0.000    0.009    0.000 sre_compile.py:516(_code)
       63    0.000    0.000    0.024    0.000 sre_compile.py:531(compile)
   377/63    0.002    0.000    0.007    0.000 sre_compile.py:64(_compile)
      437    0.000    0.000    0.000    0.000 sre_parse.py:105(__init__)
      650    0.000    0.000    0.000    0.000 sre_parse.py:153(__len__)
        8    0.000    0.000    0.000    0.000 sre_parse.py:155(__delitem__)
     1544    0.001    0.000    0.001    0.000 sre_parse.py:157(__getitem__)
      171    0.000    0.000    0.000    0.000 sre_parse.py:161(__setitem__)
      716    0.000    0.000    0.000    0.000 sre_parse.py:165(append)
  652/300    0.001    0.000    0.002    0.000 sre_parse.py:167(getwidth)
       66    0.000    0.000    0.000    0.000 sre_parse.py:217(__init__)
     5649    0.002    0.000    0.002    0.000 sre_parse.py:226(__next)
     1259    0.000    0.000    0.001    0.000 sre_parse.py:242(match)
     4906    0.002    0.000    0.004    0.000 sre_parse.py:247(get)
       10    0.000    0.000    0.000    0.000 sre_parse.py:251(getwhile)
       38    0.000    0.000    0.000    0.000 sre_parse.py:260(getuntil)
      593    0.000    0.000    0.000    0.000 sre_parse.py:276(tell)
        1    0.000    0.000    0.000    0.000 sre_parse.py:278(seek)
      140    0.000    0.000    0.000    0.000 sre_parse.py:312(_class_escape)
      143    0.000    0.000    0.000    0.000 sre_parse.py:362(_escape)
   189/66    0.001    0.000    0.014    0.000 sre_parse.py:429(_parse_sub)
   236/72    0.005    0.000    0.013    0.000 sre_parse.py:491(_parse)
       66    0.000    0.000    0.000    0.000 sre_parse.py:70(__init__)
      310    0.000    0.000    0.000    0.000 sre_parse.py:75(groups)
       90    0.000    0.000    0.000    0.000 sre_parse.py:78(opengroup)
       66    0.000    0.000    0.000    0.000 sre_parse.py:797(fix_flags)
    66/63    0.000    0.000    0.014    0.000 sre_parse.py:819(parse)
       90    0.000    0.000    0.001    0.000 sre_parse.py:90(closegroup)
        3    0.000    0.000    0.000    0.000 sre_parse.py:92(checkgroup)
        3    0.000    0.000    0.000    0.000 sre_parse.py:95(checklookbehindgroup)
        4    0.000    0.000    0.000    0.000 ssl.py:115(_import_symbols)
       88    0.000    0.000    0.000    0.000 ssl.py:131(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:134(<dictcomp>)
        1    0.000    0.000    0.000    0.000 ssl.py:190(CertificateError)
        1    0.000    0.000    0.000    0.000 ssl.py:324(_ASN1Object)
        4    0.000    0.000    0.000    0.000 ssl.py:329(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:345(Purpose)
        1    0.000    0.000    0.000    0.000 ssl.py:352(SSLContext)
        1    0.000    0.000    0.000    0.000 ssl.py:522(SSLObject)
        1    0.000    0.000    0.000    0.000 ssl.py:657(SSLSocket)
        1    0.000    0.000    0.010    0.010 ssl.py:88(<module>)
        1    0.000    0.000    0.001    0.001 ssl_.py:1(<module>)
        1    0.000    0.000    0.001    0.001 status_codes.py:3(<module>)
        1    0.000    0.000    0.002    0.002 string.py:15(<module>)
        1    0.000    0.000    0.000    0.000 string.py:170(Formatter)
        1    0.000    0.000    0.000    0.000 string.py:51(_TemplateMetaclass)
        1    0.000    0.000    0.002    0.002 string.py:61(__init__)
        1    0.000    0.000    0.000    0.000 string.py:73(Template)
        1    0.000    0.000    0.001    0.001 stringprep.py:6(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:15(CaseInsensitiveDict)
        1    0.000    0.000    0.000    0.000 structures.py:8(<module>)
        1    0.000    0.000    0.000    0.000 structures.py:89(LookupDict)
        1    0.000    0.000    0.000    0.000 structures.py:92(__init__)
        1    0.000    0.000    0.001    0.001 subprocess.py:356(<module>)
        1    0.000    0.000    0.000    0.000 subprocess.py:371(SubprocessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:374(CalledProcessError)
        1    0.000    0.000    0.000    0.000 subprocess.py:401(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 subprocess.py:632(CompletedProcess)
        1    0.000    0.000    0.000    0.000 subprocess.py:833(Popen)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 suite.py:102(run)
        1    0.000    0.000    0.000    0.000 suite.py:16(BaseTestSuite)
        1    0.000    0.000    0.000    0.000 suite.py:174(_get_previous_module)
        1    0.000    0.000    0.000    0.000 suite.py:21(__init__)
        1    0.000    0.000    0.000    0.000 suite.py:218(_handleModuleTearDown)
        1    0.000    0.000    0.000    0.000 suite.py:243(_tearDownPreviousClass)
        1    0.000    0.000    0.000    0.000 suite.py:270(_ErrorHolder)
        1    0.000    0.000    0.000    0.000 suite.py:317(_DebugResult)
        1    0.000    0.000    0.000    0.000 suite.py:34(__iter__)
        1    0.000    0.000    0.000    0.000 suite.py:54(addTests)
        1    0.000    0.000    0.000    0.000 suite.py:83(__call__)
        1    0.000    0.000    0.000    0.000 suite.py:92(TestSuite)
        1    0.000    0.000    0.000    0.000 tarfile.py:1380(TarFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:2406(TarIter)
        1    0.000    0.000    0.000    0.000 tarfile.py:267(TarError)
        1    0.000    0.000    0.000    0.000 tarfile.py:270(ExtractError)
        1    0.000    0.000    0.000    0.000 tarfile.py:273(ReadError)
        1    0.000    0.000    0.000    0.000 tarfile.py:276(CompressionError)
        1    0.000    0.000    0.000    0.000 tarfile.py:279(StreamError)
        1    0.000    0.000    0.000    0.000 tarfile.py:282(HeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:285(EmptyHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:288(TruncatedHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:291(EOFHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:294(InvalidHeaderError)
        1    0.000    0.000    0.000    0.000 tarfile.py:297(SubsequentHeaderError)
        1    0.000    0.000    0.001    0.001 tarfile.py:30(<module>)
        1    0.000    0.000    0.000    0.000 tarfile.py:304(_LowLevelFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:328(_Stream)
        1    0.000    0.000    0.000    0.000 tarfile.py:578(_StreamProxy)
        1    0.000    0.000    0.000    0.000 tarfile.py:608(_FileInFile)
        1    0.000    0.000    0.000    0.000 tarfile.py:712(ExFileObject)
        1    0.000    0.000    0.000    0.000 tarfile.py:723(TarInfo)
        1    0.001    0.001    0.001    0.001 tda.py:1(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:136(_RandomNameSequence)
        1    0.000    0.000    0.007    0.007 tempfile.py:24(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:628(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 tempfile.py:776(TemporaryDirectory)
        1    0.000    0.000    4.176    4.176 testMap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 testMap.py:19(<dictcomp>)
        1    0.000    0.000    0.000    0.000 testMap.py:21(<listcomp>)
        1    0.000    0.000    0.000    0.000 testMap.py:45(testLoc)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:1118(daemon)
        1    0.000    0.000    0.000    0.000 threading.py:1156(Timer)
        1    0.000    0.000    0.000    0.000 threading.py:1186(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1188(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:1205(_DummyThread)
        1    0.000    0.000    0.000    0.000 threading.py:1224(current_thread)
        1    0.000    0.000    0.000    0.000 threading.py:201(Condition)
        2    0.000    0.000    0.000    0.000 threading.py:213(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:237(__enter__)
        2    0.000    0.000    0.000    0.000 threading.py:240(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:246(_release_save)
        1    0.000    0.000    0.000    0.000 threading.py:249(_acquire_restore)
        2    0.000    0.000    0.000    0.000 threading.py:252(_is_owned)
        1    0.000    0.000    0.000    0.000 threading.py:261(wait)
        1    0.000    0.000    0.000    0.000 threading.py:332(notify)
        1    0.000    0.000    0.000    0.000 threading.py:355(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:367(Semaphore)
        1    0.000    0.000    0.000    0.000 threading.py:447(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:485(Event)
        2    0.000    0.000    0.000    0.000 threading.py:496(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:504(is_set)
        1    0.000    0.000    0.000    0.000 threading.py:510(set)
        1    0.000    0.000    0.000    0.000 threading.py:531(wait)
        1    0.000    0.000    0.000    0.000 threading.py:564(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:718(BrokenBarrierError)
        2    0.000    0.000    0.000    0.000 threading.py:72(RLock)
        1    0.000    0.000    0.000    0.000 threading.py:725(_newname)
        1    0.000    0.000    0.000    0.000 threading.py:736(Thread)
        2    0.000    0.000    0.000    0.000 threading.py:755(__init__)
        1    0.000    0.000    0.000    0.000 threading.py:826(start)
        1    0.000    0.000    0.000    0.000 threading.py:85(_RLock)
        1    0.000    0.000    0.000    0.000 threading.py:888(_set_ident)
        1    0.000    0.000    0.000    0.000 threading.py:891(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.000    0.000 timeout.py:18(Timeout)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       19    0.000    0.000    0.000    0.000 tokenize.py:111(group)
        1    0.000    0.000    0.000    0.000 tokenize.py:112(any)
        2    0.000    0.000    0.000    0.000 tokenize.py:113(maybe)
        1    0.000    0.000    0.002    0.002 tokenize.py:21(<module>)
        1    0.000    0.000    0.000    0.000 tokenize.py:219(TokenError)
        1    0.000    0.000    0.000    0.000 tokenize.py:221(StopTokenizing)
        1    0.000    0.000    0.000    0.000 tokenize.py:224(Untokenizer)
        1    0.000    0.000    0.000    0.000 tokenize.py:98(TokenInfo)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:223(FrameSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:310(StackSummary)
        1    0.000    0.000    0.000    0.000 traceback.py:403(TracebackException)
        2    0.000    0.000    0.000    0.000 types.py:120(__init__)
        1    0.000    0.000    0.000    0.000 udp_responder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 udp_responder.py:39(BusUDPServer)
        1    0.000    0.000    0.000    0.000 udp_responder.py:4(BusUDPHandler)
        1    0.000    0.000    0.001    0.001 url.py:1(<module>)
        1    0.000    0.000    0.000    0.000 url.py:10(Url)
        2    0.000    0.000    0.006    0.003 util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 util.py:81(find_library)
        1    0.000    0.000    0.012    0.012 utils.py:5(<module>)
        1    0.000    0.000    0.036    0.036 utils.py:9(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 uu.py:39(Error)
        4    0.000    0.000    0.000    0.000 uuid.py:106(__init__)
        1    0.000    0.000    0.009    0.009 uuid.py:45(<module>)
        1    0.000    0.000    0.000    0.000 uuid.py:58(UUID)
        1    0.000    0.000    0.001    0.001 wait.py:1(<module>)
        1    0.000    0.000    0.000    0.000 warnings.py:32(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:340(__init__)
        1    0.000    0.000    0.000    0.000 warnings.py:361(__enter__)
        1    0.000    0.000    0.000    0.000 warnings.py:378(__exit__)
        7    0.000    0.000    0.000    0.000 warnings.py:61(simplefilter)
        1    0.000    0.000    0.000    0.000 weakref.py:101(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:261(update)
        1    0.000    0.000    0.000    0.000 weakref.py:325(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:377(__setitem__)
      166    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x1002297c0}
        1    0.000    0.000    0.000    0.000 {built-in method _codecs.lookup}
        8    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
       38    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
      142    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
      537    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
       18    0.008    0.000    0.008    0.000 {built-in method _imp.create_dynamic}
        3    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
       18    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       91    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      175    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
      764    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
       63    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      315    0.000    0.000    0.000    0.000 {built-in method _sre.getlower}
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      388    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      456    0.000    0.000    0.000    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
       10    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  520/518    0.011    0.000    0.031    0.000 {built-in method builtins.__build_class__}
    47/13    0.000    0.000    0.119    0.009 {built-in method builtins.__import__}
       72    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
      172    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       30    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      448    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       45    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
    161/1    0.009    0.000    4.176    4.176 {built-in method builtins.exec}
     1764    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
       57    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
1826/1402    0.002    0.000    0.027    0.000 {built-in method builtins.hasattr}
     3503    0.001    0.000    0.001    0.000 {built-in method builtins.isinstance}
       57    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
        2    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
6600/6385    0.001    0.000    0.001    0.000 {built-in method builtins.len}
       90    0.000    0.000    0.000    0.000 {built-in method builtins.max}
      986    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      686    0.000    0.000    0.000    0.000 {built-in method builtins.ord}
       17    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        9    0.000    0.000    0.000    0.000 {built-in method builtins.round}
      654    0.001    0.000    0.001    0.000 {built-in method builtins.setattr}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      304    0.000    0.000    0.000    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      142    0.019    0.000    0.019    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      165    0.003    0.000    0.003    0.000 {built-in method posix.getcwd}
       14    0.001    0.000    0.001    0.000 {built-in method posix.listdir}
      824    0.005    0.000    0.005    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        1    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       17    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 {built-in method sys.exit}
        1    0.000    0.000    0.000    0.000 {built-in method sys.getfilesystemencoding}
        1    4.003    4.003    4.003    4.003 {built-in method time.sleep}
        3    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x1027d9400}
      102    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        2    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
       12    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       90    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
     6861    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        7    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        4    0.000    0.000    0.000    0.000 {method 'count' of 'list' objects}
       12    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        2    0.000    0.000    0.000    0.000 {method 'deleter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       69    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
      291    0.000    0.000    0.000    0.000 {method 'endswith' of 'str' objects}
      111    0.000    0.000    0.000    0.000 {method 'extend' of 'list' objects}
      526    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       50    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
     1948    0.001    0.000    0.001    0.000 {method 'format' of 'str' objects}
      619    0.000    0.000    0.000    0.000 {method 'get' of 'dict' objects}
